"Call","Date","Prec","Check","Sec","Class","ClassWFD","SpcNum","Name","State","County","Grid","1010","CWOps","Pwr","Future","Future","Future","Future","Future"
"KC8EGV","2024/10/16","","96","OH","","","","","OH","","","","","","","","","","",""
"KC8EVS","2024/10/16","","96","OH","","","","","OH","","","","","","","","","","",""
"KC8FQD","2024/10/16","","96","MI","","","","","MI","","","","","","","","","","",""
"KC8HQS","2024/10/16","","97","OH","","","","","OH","","","","","","","","","","",""
"KC8IMB","2024/10/16","","97","OH","","","","","OH","","","","","","","","","","",""
"KC8IMV","2024/10/16","","97","OH","","","","","OH","","","","","","","","","","",""
"KC8IVC","2024/10/16","","97","OH","","","","","OH","","","","","","","","","","",""
"KC8J","2024/10/16","","63","SDG","","","","","CA","","","","","","","","","","",""
"KC8JDX","2024/10/16","","74","OH","","","","","OH","","","","","","","","","","",""
"KC8JYU","2024/10/16","","98","OH","","","","","OH","","","","","","","","","","",""
"KC8KAK","2024/10/16","","98","MI","","","","","MI","","","","","","","","","","",""
"KC8KAM","2024/10/16","","98","MI","","","","","MI","","","","","","","","","","",""
"KC8LA","2024/10/16","","95","OH","","","","","OH","","","","","","","","","","",""
"KC8LTL","2024/10/16","","99","MI","","","","","MI","","","","","","","","","","",""
"KC8LUB","2024/10/16","","99","TN","","","","","TN","","","","","","","","","","",""
"KC8MBK","2024/10/16","","99","MI","","","","","MI","","","","","","","","","","",""
"KC8MGD","2024/10/16","","99","MI","","","","","MI","","","","","","","","","","",""
"KC8MWG","2024/10/16","","98","MI","","","","","MI","","","","","","","","","","",""
"KC8NHP","2024/10/16","","99","OH","","","","","OH","","","","","","","","","","",""
"KC8NLP","2024/10/16","","99","MI","","","","","MI","","","","","","","","","","",""
"KC8NNX","2024/10/16","","99","MI","","","","","MI","","","","","","","","","","",""
"KC8NOF","2024/10/16","","99","MI","","","","","MI","","","","","","","","","","",""
"KC8OBH","2024/10/16","","80","MI","","","","","MI","","","","","","","","","","",""
"KC8PDU","2024/10/16","","0","MI","","","","","MI","","","","","","","","","","",""
"KC8PKN","2024/10/16","","0","MI","","","","","MI","","","","","","","","","","",""
"KC8PKY","2024/10/16","","0","IN","","","","","IN","","","","","","","","","","",""
"KC8QAE","2024/10/16","","0","OH","","","","","OH","","","","","","","","","","",""
"KC8QDQ","2024/10/16","","1","OH","","","","","OH","","","","","","","","","","",""
"KC8QHT","2024/10/16","","1","OH","","","","","OH","","","","","","","","","","",""
"KC8R","2024/10/16","","5","IA","","","","","IA","","","","","","","","","","",""
"KC8RDO","2024/10/16","","1","OH","","","","","OH","","","","","","","","","","",""
"KC8RHC","2024/10/16","","1","EPA","","","","","PA","","","","","","","","","","",""
"KC8RMR","2024/10/16","","1","MI","","","","","MI","","","","","","","","","","",""
"KC8RPV","2024/10/16","","1","OH","","","","","OH","","","","","","","","","","",""
"KC8RQV","2024/10/16","","1","MI","","","","","MI","","","","","","","","","","",""
"KC8SPV","2024/10/16","","78","TN","","","","","TN","","","","","","","","","","",""
"KC8UIQ","2024/10/16","","2","OH","","","","","OH","","","","","","","","","","",""
"KC8UJQ","2024/10/16","","2","MI","","","","","MI","","","","","","","","","","",""
"KC8UR","2024/10/16","","70","OH","","","","","OH","","","","","","","","","","",""
"KC8VCB","2024/10/16","","2","WV","","","","","WV","","","","","","","","","","",""
"KC8VJR","2024/10/16","","2","MI","","","","","MI","","","","","","","","","","",""
"KC8WH","2024/10/16","","81","OH","","","","","OH","","","","","","","","","","",""
"KC8YDS","2024/10/16","","3","OH","","","","","OH","","","","","","","","","","",""
"KC8YEC","2024/10/16","","3","MI","","","","","MI","","","","","","","","","","",""
"KC8YEJ","2024/10/16","","3","MI","","","","","MI","","","","","","","","","","",""
"KC8YG","2024/10/16","","69","OH","","","","","OH","","","","","","","","","","",""
"KC8YHU","2024/10/16","","0","MI","","","","","MI","","","","","","","","","","",""
"KC8YVF","2024/10/16","","3","MI","","","","","MI","","","","","","","","","","",""
"KC8ZKI","2024/10/16","","4","OH","","","","","OH","","","","","","","","","","",""
"KC9AMM","2024/10/16","","1","IL","","","","","IL","","","","","","","","","","",""
"KC9AMY","2024/10/16","","1","IL","","","","","IL","","","","","","","","","","",""
"KC9AOP","2024/10/16","","0","IL","","","","","IL","","","","","","","","","","",""
"KC9ARR","2024/10/16","","1","IL","","","","","IL","","","","","","","","","","",""
"KC9BBA","2024/10/16","","2","IN","","","","","IN","","","","","","","","","","",""
"KC9BKS","2024/10/16","","8","IL","","","","","IL","","","","","","","","","","",""
"KC9BLT","2024/10/16","","2","WI","","","","","WI","","","","","","","","","","",""
"KC9CDW","2024/10/16","","2","WI","","","","","WI","","","","","","","","","","",""
"KC9CMP","2024/10/16","","2","IL","","","","","IL","","","","","","","","","","",""
"KC9CRM","2024/10/16","","2","WI","","","","","WI","","","","","","","","","","",""
"KC9DEP","2024/10/16","","3","WI","","","","","WI","","","","","","","","","","",""
"KC9DHR","2024/10/16","","2","IN","","","","","IN","","","","","","","","","","",""
"KC9DOA","2024/10/16","","20","WI","","","","","WI","","","","","","","","","","",""
"KC9EAR","2024/10/16","","3","WI","","","","","WI","","","","","","","","","","",""
"KC9ECI","2024/10/16","","3","WI","","","","","WI","","","","","","","","","","",""
"KC9EE","2024/10/16","","76","IL","","","","","IL","","","","","","","","","","",""
"KC9FC","2024/10/16","","78","IN","","","","","IN","","","","","","","","","","",""
"KC9FTE","2024/10/16","","4","WI","","","","","WI","","","","","","","","","","",""
"KC9GBX","2024/10/16","","4","IL","","","","","IL","","","","","","","","","","",""
"KC9GHQ","2024/10/16","","0","WI","","","","","WI","","","","","","","","","","",""
"KC9GQR","2024/10/16","","4","IL","","","","","IL","","","","","","","","","","",""
"KC9GZB","2024/10/16","","4","IL","","","","","IL","","","","","","","","","","",""
"KC9HGW","2024/10/16","","5","IL","","","","","IL","","","","","","","","","","",""
"KC9HVB","2024/10/16","","5","WI","","","","","WI","","","","","","","","","","",""
"KC9IL","2024/10/16","","76","IL","","","","","IL","","","","","","","","","","",""
"KC9IRQ","2024/10/16","","6","IN","","","","","IN","","","","","","","","","","",""
"KC9IVJ","2024/10/16","","0","WI","","","","","WI","","","","","","","","","","",""
"KC9JS","2024/10/16","","65","WI","","","","","WI","","","","","","","","","","",""
"KC9K","2024/10/16","","80","IL","","","","","IL","","","","","","","","","","",""
"KC9KIO","2024/10/16","","6","WI","","","","","WI","","","","","","","","","","",""
"KC9KVU","2024/10/16","","7","WI","","","","","WI","","","","","","","","","","",""
"KC9LC","2024/10/16","","81","VA","","","","","VA","","","","","","","","","","",""
"KC9LCC","2024/10/16","","7","WI","","","","","WI","","","","","","","","","","",""
"KC9LFP","2024/10/16","","7","WI","","","","","WI","","","","","","","","","","",""
"KC9LIF","2024/10/16","","7","IL","","","","","IL","","","","","","","","","","",""
"KC9LJK","2024/10/16","","5","SFL","","","","","FL","","","","","","","","","","",""
"KC9LQS","2024/10/16","","7","IL","","","","","IL","","","","","","","","","","",""
"KC9LVT","2024/10/16","","7","MI","","","","","MI","","","","","","","","","","",""
"KC9MEA","2024/10/16","","7","WI","","","","","WI","","","","","","","","","","",""
"KC9MVK","2024/10/16","","17","IN","","","","","IN","","","","","","","","","","",""
"KC9MZ","2024/10/16","","67","IL","","","","","IL","","","","","","","","","","",""
"KC9NBE","2024/10/16","","8","IL","","","","","IL","","","","","","","","","","",""
"KC9NJZ","2024/10/16","","8","IL","","","","","IL","","","","","","","","","","",""
"KC9NPZ","2024/10/16","","0","WI","","","","","WI","","","","","","","","","","",""
"KC9NUW","2024/10/16","","8","IL","","","","","IL","","","","","","","","","","",""
"KC9NXM","2024/10/16","","8","IA","","","","","IA","","","","","","","","","","",""
"KC9OMS","2024/10/16","","8","IL","","","","","IL","","","","","","","","","","",""
"KC9ON","2024/10/16","","79","MI","","","","","MI","","","","","","","","","","",""
"KC9OUT","2024/10/16","","8","IN","","","","","IN","","","","","","","","","","",""
"KC9OYE","2024/10/16","","60","IN","","","","","IN","","","","","","","","","","",""
"KC9PCP","2024/10/16","","9","IL","","","","","IL","","","","","","","","","","",""
"KC9PFA","2024/10/16","","9","WI","","","","","WI","","","","","","","","","","",""
"KC9PIF","2024/10/16","","9","WI","","","","","WI","","","","","","","","","","",""
"KC9QFH","2024/10/16","","9","WI","","","","","WI","","","","","","","","","","",""
"KC9QOJ","2024/10/16","","0","IN","","","","","IN","","","","","","","","","","",""
"KC9QPM","2024/10/16","","9","IL","","","","","IL","","","","","","","","","","",""
"KC9QQ","2024/10/16","","71","IN","","","","","IN","","","","","","","","","","",""
"KC9RP","2024/10/16","","65","IL","","","","","IL","","","","","","","","","","",""
"KC9RPL","2024/10/16","","65","IL","","","","","IL","","","","","","","","","","",""
"KC9RR","2024/10/16","","98","IN","","","","","IN","","","","","","","","","","",""
"KC9SNI","2024/10/16","","10","IL","","","","","IL","","","","","","","","","","",""
"KC9TAL","2024/10/16","","10","IL","","","","","IL","","","","","","","","","","",""
"KC9TTR","2024/10/16","","11","IN","","","","","IN","","","","","","","","","","",""
"KC9TV","2024/10/16","","74","IN","","","","","IN","","","","","","","","","","",""
"KC9UDL","2024/10/16","","11","IL","","","","","IL","","","","","","","","","","",""
"KC9UHH","2024/10/16","","11","WI","","","","","WI","","","","","","","","","","",""
"KC9UJS","2024/10/16","","7","IL","","","","","IL","","","","","","","","","","",""
"KC9UM","2024/10/16","","78","IL","","","","","IL","","","","","","","","","","",""
"KC9UMR","2024/10/16","","98","IA","","","","","IA","","","","","","","","","","",""
"KC9UNL","2024/10/16","","11","IL","","","","","IL","","","","","","","","","","",""
"KC9UQF","2024/10/16","","11","WI","","","","","WI","","","","","","","","","","",""
"KC9VFI","2024/10/16","","50","IL","","","","","IL","","","","","","","","","","",""
"KC9VW","2024/10/16","","59","STX","","","","","TX","","","","","","","","","","",""
"KC9WFR","2024/10/16","","12","IL","","","","","IL","","","","","","","","","","",""
"KC9WIO","2024/10/16","","12","IN","","","","","IN","","","","","","","","","","",""
"KC9WRB","2024/10/16","","12","IL","","","","","IL","","","","","","","","","","",""
"KC9WZ","2024/10/16","","64","WPA","","","","","PA","","","","","","","","","","",""
"KC9YL","2024/10/16","","11","WI","","","","","WI","","","","","","","","","","",""
"KC9YS","2024/10/16","","67","IL","","","","","IL","","","","","","","","","","",""
"KC9ZO","2024/10/16","","65","IL","","","","","IL","","","","","","","","","","",""
"KD0AAA","2024/10/16","","7","MN","","","","","MN","","","","","","","","","","",""
"KD0AV","2024/10/16","","67","IL","","","","","IL","","","","","","","","","","",""
"KD0B","2024/10/16","","11","MN","","","","","MN","","","","","","","","","","",""
"KD0BIK","2024/10/16","","7","CO","","","","","CO","","","","","","","","","","",""
"KD0CVO","2024/10/16","","8","MN","","","","","MN","","","","","","","","","","",""
"KD0CVZ","2024/10/16","","8","ND","","","","","ND","","","","","","","","","","",""
"KD0DRQ","2024/10/16","","8","SD","","","","","SD","","","","","","","","","","",""
"KD0EKA","2024/10/16","","8","IL","","","","","IL","","","","","","","","","","",""
"KD0EKT","2024/10/16","","8","AR","","","","","AR","","","","","","","","","","",""
"KD0FW","2024/10/16","","78","MO","","","","","MO","","","","","","","","","","",""
"KD0GN","2024/10/16","","61","CO","","","","","CO","","","","","","","","","","",""
"KD0GYK","2024/10/16","","0","NE","","","","","NE","","","","","","","","","","",""
"KD0HIY","2024/10/16","","9","CO","","","","","CO","","","","","","","","","","",""
"KD0IXK","2024/10/16","","0","CO","","","","","CO","","","","","","","","","","",""
"KD0JBN","2024/10/16","","4","MO","","","","","MO","","","","","","","","","","",""
"KD0JLE","2024/10/16","","9","CO","","","","","CO","","","","","","","","","","",""
"KD0LHI","2024/10/16","","10","ID","","","","","ID","","","","","","","","","","",""
"KD0LRG","2024/10/16","","10","IA","","","","","IA","","","","","","","","","","",""
"KD0MBL","2024/10/16","","10","CO","","","","","CO","","","","","","","","","","",""
"KD0MRJ","2024/10/16","","10","MO","","","","","MO","","","","","","","","","","",""
"KD0MYH","2024/10/16","","10","MO","","","","","MO","","","","","","","","","","",""
"KD0NEO","2024/10/16","","10","MO","","","","","MO","","","","","","","","","","",""
"KD0NSS","2024/10/16","","11","CO","","","","","CO","","","","","","","","","","",""
"KD0OIX","2024/10/16","","11","KS","","","","","KS","","","","","","","","","","",""
"KD0OQV","2024/10/16","","11","MO","","","","","MO","","","","","","","","","","",""
"KD0PWF","2024/10/16","","11","CO","","","","","CO","","","","","","","","","","",""
"KD0QCF","2024/10/16","","72","CO","","","","","CO","","","","","","","","","","",""
"KD0QEA","2024/10/16","","11","MN","","","","","MN","","","","","","","","","","",""
"KD0RC","2024/10/16","","70","CO","","","","","CO","","","","","","","","","","",""
"KD0RIY","2024/10/16","","12","NE","","","","","NE","","","","","","","","","","",""
"KD0RSX","2024/10/16","","12","MO","","","","","MO","","","","","","","","","","",""
"KD0RTK","2024/10/16","","12","NE","","","","","NE","","","","","","","","","","",""
"KD0S","2024/10/16","","86","SD","","","","","SD","","","","","","","","","","",""
"KD0TDD","2024/10/16","","93","KS","","","","","KS","","","","","","","","","","",""
"KD0UKC","2024/10/16","","13","IA","","","","","IA","","","","","","","","","","",""
"KD0UN","2024/10/16","","61","MO","","","","","MO","","","","","","","","","","",""
"KD0UWZ","2024/10/16","","13","MN","","","","","MN","","","","","","","","","","",""
"KD0UXO","2024/10/16","","13","ND","","","","","ND","","","","","","","","","","",""
"KD0VUB","2024/10/16","","13","NE","","","","","NE","","","","","","","","","","",""
"KD0WAN","2024/10/16","","77","NTX","","","","","TX","","","","","","","","","","",""
"KD0WUQ","2024/10/16","","13","ND","","","","","ND","","","","","","","","","","",""
"KD0XT","2024/10/16","","74","MN","","","","","MN","","","","","","","","","","",""
"KD0YNH","2024/10/16","","13","MN","","","","","MN","","","","","","","","","","",""
"KD0YSW","2024/10/16","","14","MN","","","","","MN","","","","","","","","","","",""
"KD1EA","2024/10/16","","80","EMA","","","","","MA","","","","","","","","","","",""
"KD1IA","2024/10/16","","91","RI","","","","","RI","","","","","","","","","","",""
"KD1O","2024/10/16","","93","ME","","","","","ME","","","","","","","","","","",""
"KD1XH","2024/10/16","","93","CT","","","","","CT","","","","","","","","","","",""
"KD1XX","2024/10/16","","93","EMA","","","","","MA","","","","","","","","","","",""
"KD2BME","2024/10/16","","13","WNY","","","","","NY","","","","","","","","","","",""
"KD2BMU","2024/10/16","","12","NNY","","","","","NY","","","","","","","","","","",""
"KD2BS","2024/10/16","","59","NLI","","","","","NY","","","","","","","","","","",""
"KD2BXD","2024/10/16","","12","SNJ","","","","","NJ","","","","","","","","","","",""
"KD2DO","2024/10/16","","68","WNY","","","","","NY","","","","","","","","","","",""
"KD2DOE","2024/10/16","","13","ENY","","","","","NY","","","","","","","","","","",""
"KD2DUL","2024/10/16","","13","SNJ","","","","","NJ","","","","","","","","","","",""
"KD2DXJ","2024/10/16","","13","NNY","","","","","NY","","","","","","","","","","",""
"KD2E","2024/10/16","","74","SNJ","","","","","NJ","","","","","","","","","","",""
"KD2EOM","2024/10/16","","11","ENY","","","","","NY","","","","","","","","","","",""
